髙	こう,たか
藤咲	ふじさき,ふじさく
藤山	とうやま,ふじやま
藤次	とうじ,ふじつぐ
藤松	とうまつ,ふじまつ
藤上	ふじうえ,ふじかみ,ぶじがみ
藤城	ふじき,ふじしろ
藤生	ふじう,ふじお,ふじゅう
藤川	ふじかわ,ふぢかわ
藤倉	とうくら,ふじくら
藤多	ふじた,ふじたに
藤谷	ふじたに,ふじや,ふぢや
藤塚	ふじつか,ふじづか
藤島	とうしま,ふじしま,ふぢしま
藤東	とうどう,ふじとう
藤堂	とうどう,ふじむろ
藤内	とうない,ふじうち
藤武	とうたけ,ふじたけ
藤平	とうへい,ふじひら
藤平蔵	とうへいぞう,とへぞ,とへぞう
藤門	ふじかど,ふじもん
豆生田	まみゅうだ,まめうだ
豆田	まめた,まめだ
陶山	すやま,とうやま
堂下	どうした,どうもと
堂垣内	どうがうち,どうがきない
堂坂	どうさか,どうざか
堂上	どううえ,どうえ,どうがみ,どうじょう,どのうえ
堂前	どうぜん,どうまえ
堂端	どうはた,どうはな
堂田	どうた,どうだ
堂迫	どうさこ,どうせこ
洞	ほこら,ほら
洞口	どうぐち,ほらぐち
洞筒	どうとう,どとう
洞内	ほらうち,ほらない
道井	どい,どうい,みちい
道越	みちこし,みちごえ
道園	どうぞの,みちぞの
道音	どうおん,みちおと
道垣内	どうがいち,どうがうち,どがいど
道関	どうせき,みちぜき
道久	どうきゅう,みちひさ
道見	どうみ,みちみ
道原	どうばら,みちはら
道口	どうぐち,みちぐち
道向	みちむかい,みちむこ
道坂	どうさか,みちさか
道宗	どうしゅう,みちむね
道上	どうじょう,みちうえ,みちかみ,みちがみ
道城	どうじょう,みちしろ
道場	どうじょう,どうば,みちば
道正	どうしょう,みちまさ
道前	どうぜん,みちまえ
道谷	みちたに,みちや
道端	みちはた,みちばた
道地	どうち,みちじ
道塚	みちつか,みちづか
道田	みちた,みちだ
道島	どうじま,みちしま
道本	どうもと,みちもと
道又	どうまた,みちまた
道明	どうみょう,みちあき
道面	どうめん,みちも
道木	どうき,どうぎ,みちき
道林	どうりん,みちばやし
道籏	みちはた,みちばた
銅城	どうき,どうじょう
銅直	どうちょく,どうなお,どうべた
峠	たお,とうげ
峠岡	たおおか,みねおか
得丸	えまる,とくまる
得平	えひら,とくひら
徳家	とくか,とくや
徳住	とくすみ,とくずみ
徳川	とくがは,とくがわ
徳倉	とくくら,とくら
徳谷	とくたに,とくや
徳富	とくとみ,とくどみ
徳満	とくまん,とくみつ
徳留	とくとめ,とくどめ
禿	かむろ,とく
篤	あつし,とく
栃谷	とちたに,とちや
栃木	とちき,とちぎ
敦澤	あつさわ,つるさわ
頓宮	とんぐう,はみや,はやみ
頓所	とんしょ,とんどころ
頓田	とみた,とんだ
呑田	のみた,のんだ
奈川	なかわ,ながわ
奈倉	なくら,なぐら
奈良崎	ならさき,ならざき
奈良谷	ならたに,ならや
奈良部	ならぶ,ならべ
那賀	なか,なが
那谷	なた,なたに,なや
那波	ななみ,なば,なわ
内海	うちうみ,うちのみ,うちみ,うつみ
内潟	うちかた,うちがた
内舘	うちたて,うちだて
内出	うちいで,うちで
内城	うちしろ,うちじょう,ないじょう
内生蔵	うちうぞ,うちうぞう,うちおくら,うちおぞう,うちゅうぞう
内川	うちかわ,うちがわ
内多	うちた,うちだ
内谷	うちたに,うちや
内堀	うちほり,うちぼり
内木	うちき,ないき
内木場	うちきば,うちこば
内澤	うちさわ,うちざわ
鍋谷	なべたに,なべや
鍋澤	なべさわ,なべざわ
楢崎	ならさき,ならざき
楢本	なおもと,ならもと
楢木野	ならきの,ならぎの
縄田	なわた,なわだ
南井	なおい,みない,みなみい
南園	みなみその,みなみぞの
南館	なんかん,みなみだて
南舘	なんかん,みなみたて,みなみだて
南丘	みなおか,みなみおか
南原	なんばら,みなみはら
南口	なんこう,みなぐち,みなみぐち
南崎	みなみさき,みなみざき
南山	なんざん,みなみやま
南川	みなかわ,みながわ,みなみかわ,みなみがわ
南村	なむら,みなみむら
南谷	なんや,みなみたに,みなみだに,みなみや
南端	みなみはた,みなみばた
南中道	なんちゅうどう,みなみ,みなみなかみち
南田	なんだ,みなみだ
南島	なじま,なんしま,みなみしま,みなみじま
南嶋	みなみしま,みなみじま
南藤	なんとう,なんどう
南迫	みなみさこ,みなみせこ
南畑	みなみはた,みなみばた
南風原	はえばら,はえばる
南淵	なぶち,みなみふち,みなみぶち
南保	なんぼ,なんぽ
南方	なんぽう,みなかた,みなみかた,みなみがた
南本	みなみもと,みなもと
南木	なんき,なんもく,みなき
南野	なんの,のおの,みなみの
南里	なんり,みなみさと,みなみざと
南渕	なぶち,みなみぶち
南澤	みなみさわ,みなみざわ
南齋	なんさい,なんざい
楠	くす,くすのき
楠亀	くすかめ,くすがめ
楠橋	くすはし,くすばし
楠原	くすはら,くすばる
楠城	くすき,なんじょう
楠神	くすかみ,くすがみ
楠瀬	くすせ,くすのせ
楠生	くすお,くすばえ
楠畑	くすはた,くすばた
楠部	くすべ,なんぶ
楠木	くすき,くすのき
楠目	くすめ,くずめ
難波	なにわ,なんば
難波江	なばえ,なんばえ
二井	にい,ふたい
二井内	にいうち,にいない
二岡	におか,ふたおか
二関	にのせき,にのぜき
二宮	にのみや,ふたみや
二橋	にはし,ふたはし
二口	にぐち,ふたくち,ふたぐち
二上	にかみ,ふたかみ,ふたがみ
二神	ふたかみ,ふたがみ
二杉	にすぎ,ふたすぎ
二川	にかわ,ふたかわ,ふたがわ,ふたつかわ
二村	にむら,ふたむら
二谷	にたに,ふたたに,ふたつや
二塚	につか,ふたつか
二田	にた,にった,ふたた,ふただ
二渡	にわたり,ふたわたり
二島	にしま,ふたじま
二藤	にとう,にふじ
二藤部	にとうべ,にとべ
二俣	ふたつまた,ふたまた
二木	にき,ふたき,ふたぎ,ふたつき,ふたつぎ
尼崎	あまがさき,あまさき
尼谷	あまたに,あまや
尼田	あまた,あまだ
匂坂	さきさか,さぎさか
日髙	ひたか,ひだか
日永	ひえい,ひなが
日永田	ひえいだ,ひえだ
日下	くさか,ひした,ひしも,ひのした
日垣	ひかぎ,ひがき
日笠	ひかさ,ひがさ
日隅	ひぐま,ひずみ
日隈	ひぐま,ひのくま
日原	ひはら,ひばら
日戸	にっと,ひのと
日向	ひうが,ひなた,ひむかい,ひゅうが
日向野	ひがの,ひゅうがの
日高	ひたか,ひだか
日坂	にっさか,ひさか,ひざか
日沢	ひさわ,ひざわ
日置	ひおき,ひき,へき
日中	にっちゅう,ひなか
日渡	ひわたし,ひわたり
日納	ひの,ひのう
日馬	くさま,ひうま
日尾野	ひおの,ひびの
日暮	ひぐらし,ひぐれ
日本	にっぽん,ひのもと
日名子	ひなこ,ひなご
日野口	ひのくち,ひのぐち
日里	にっさと,ひざと
乳井	ちちい,にゅうい
乳原	うはら,うばら
入海	いりうみ,にゅうかい
入間田	いるまた,いるまだ
入戸野	いりとの,にっとの,につとの
入交	いりまじり,にゅうこう
入口	いりくち,いりぐち
入村	いりむら,にゅうむら
入沢	いりさわ,いりざわ
入谷	いりたに,いりや
入部	いりべ,いるべ,にゅうぶ
入澤	いりさわ,いりざわ
忍	おし,しのぶ
忍足	おしたり,おしだり
祢津	ねつ,ねづ
猫田	ねこた,ねこだ
熱海	あたみ,あつみ
濃野	こいの,のうの
納	おさむ,おさめ,なや
納所	のうしょ,のうそ
納庄	のうしょう,のうしよう
納村	なむら,のうむら
納富	のうとみ,のと
納冨	のうとみ,のうどみ
能見	のうみ,のみ
能口	のうぐち,のぐち
能崎	のうさき,のうざき,のざき
能城	のうじょう,のぎ,のしろ
能瀬	のうせ,のせ
能川	のうがわ,のがわ
能村	のうむら,のおむら,のむら
能沢	のうざわ,のざわ
能地	のうち,のうぢ
能津	のうづ,のづ
能田	のうた,のうだ
能島	のうじま,のしま,のじま
能木	あたぎ,のうぎ
播	はり,ばん
播谷	はりたに,はりや
播磨	はりま,ふくづみ
波間	なみま,はま
波形	なみかた,なみがた
波戸	なみと,はと
波佐間	はさま,はざま
波照間	なか,はてるま
波多	はた,はだ
波多腰	はたこし,はたごし
波多野	はたの,はだの
波津久	はずく,はづく
波田	なみた,はだ
馬越	うまこし,ばこし,まこし,まごし
馬屋原	うまやはら,まやはら
馬詰	うまづめ,ばづめ,まづめ
馬久地	まくち,めくち
馬橋	うまはし,まばし
馬原	うまはら,まはら,まばら
馬戸	うまと,ばと,まと
馬崎	うまざき,ばさき,まざき
馬飼野	まかいの,まがいの
馬上	ばじょう,まがみ,もうえ
馬場	ばば,ばんば
馬瀬	うませ,ませ,まぜ
馬川	うまかわ,ばがわ
馬替	まがい,まがえ
馬谷	うまたに,うまや
馬田	うまた,うまだ,まだ
馬渡	まわたり,もうたい
馬島	ましま,まじま
馬道	うまみち,ばどう
馬部	うまべ,ばべ
馬木	うまき,まき
配島	はいしま,はいじま
倍田	ましだ,ますだ
梅	うめ,めい
梅﨑	うめさき,うめざき
梅園	うめその,うめぞの
梅原	うめはら,うめばら
梅咲	うめさき,うめざき
梅崎	うめさき,うめざき
梅沢	うめさわ,うめざわ
梅谷	うめたに,うめや
梅地	うめじ,うめち
梅津	うめず,うめつ,うめづ
梅田	うめた,うめだ
梅内	うめうち,うめない
梅堀	うめほり,うめぼり
梅里	うめさと,うめざと
萩原	はぎはら,はぎわら
萩森	はぎのもり,はぎもり
萩生田	はぎうだ,はぎゅうだ
萩谷	はぎたに,はぎや
萩野谷	おぎのや,はぎのや
萩澤	はぎさわ,はぎざわ
伯耆田	ほうきた,ほうきだ
柏井	かしい,かしわい
柏原	かしはら,かしわばら,かしわばわ,かしわら
柏倉	かしくら,かしわくら,かしわぐら
柏村	かしむら,かしわむら
柏谷	かしたに,かしわだに,かしわや
柏俣	かしまた,かしわまた
柏木	かしわき,かしわぎ
柏野	かしの,かしわの
柏葉	かしば,かしわば
泊谷	とまりや,はくや
白圡	しらと,しらど
白井	しらい,しろい
白羽	しらは,しらば,しろは
白垣	しらがき,しろがき
白潟	しらかた,しろがた
白間	しらま,はくま
白岩	しらいわ,しろいわ
白金	しらかね,しろがね
白銀	しらかね,しろかね,しろがね
白熊	しらくま,しろくま
白戸	しらと,しろと,はくと
白砂	しらさご,しらすな,しらまさ
白坂	しらさか,しろさか
白崎	しらさき,しろさき
白山	しらやま,しろやま
白子	しらこ,しろこ,はくし
白松	しらまつ,しろまつ
白上	しらかみ,しらがみ,しろかみ
白神	しらかみ,しらが,しらがみ,しろかみ
白須賀	しらすか,しらすが
白水	しらうず,しらみず,しろうず,しろおず,しろず,しろみず,はくすい
白石	しらいし,しろいし,はくいし
白相	しらそう,しらと
白村	しらむら,しろむら
白谷	しらたに,しらや,はくや
白鳥	しらとり,しろとり
白津	しらつ,しらづ
白田	しらた,しろた,はくた
白土	しらつち,しらと,しらど
白藤	しらふじ,はくとう
白幡	しらはた,しろはた
白髪	しらか,しらが,しらがみ
白本	しらもと,しろもと
白木	しらき,しろき
白野	しらの,しろの,はくの
白柳	しらやなぎ,しろやなぎ
白嵜	しらさき,しろさき
白數	しらす,しろす
白澤	しらさわ,しろさわ
粕谷	かすたに,かすや
薄	うすき,すすき
薄衣	うすぎ,うすぎぬ
薄田	うすだ,すすきた,すすきだ
迫	さこ,せこ,はざま
迫田	さこた,さこだ,はくた
迫平	さこひら,せこひら
麦谷	ばくや,むぎたに,むぎや
箱田	はこた,はこだ
箱島	はこしま,はこじま
硲	さこ,はざま
櫨	はじ,はぜ
櫨本	はしもと,はぜもと
幡田	はただ,はりた
幡野	はたの,はんの
畑原	はたけはら,はたはら
畑崎	はたさき,はたざき
畑山	はたけやま,はたやま
畑上	はたうえ,はたがみ
畑沢	はたけざわ,はたざわ
畑谷	はたたに,はたや
畑地	はたじ,はたち
畑田	はたけだ,はただ
畑島	はたしま,はたじま
畑嶋	はたしま,はたじま
畠	はた,はたけ
畠山	はたけやま,はたやま
畠中	はたけなか,はたなか
畠田	はたけだ,はただ
畠澤	はたさわ,はたざわ
八髙	やこう,やたか
八ヶ代	やかしろ,やがしろ
八家	はっか,はつか,やか
八角	はっかく,やすみ
八橋	やつはし,やはし
八月一日	ほずみ,ほづみ
八月朔日	ほずみ,ほづみ
八戸	はちのえ,はちのへ,やえ,やべ
八子	やこ,やこう,やご
八若	はちわか,やわか
八十川	やそかわ,やそがわ
八十島	やそしま,やそじま
八十嶋	やそしま,やそじま
八重	やえ,やしげ
八重川	やえかわ,やえがわ
八重嶋	やえしま,やえじま
八重柏	やえかしわ,やえがしわ
八上	やかみ,やがみ
八神	やかみ,やがみ
八尋	やしろ,やひろ
八須	はちす,やす
八川	はちかわ,やかわ
八倉	やくら,やぐら
八束	やつか,やつづか
八村	はちむら,やむら
八代	やぎ,やしろ,やつしろ
八代田	やしろだ,やよた
八谷	はちや,はつたに,やたがい,やたに,やだがい,やつや
八町	はっちょう,やまち
八鳥	はちとり,はっとり,はつとり
八田	はちだ,はった,やつだ
八田羽	はったは,やたば
八島	やしま,やじま
八藤	はっとう,やつふじ
八馬	はちうま,はちま,やば
八幡	はちまん,やはた,やわた
八尾	やお,やつお
八文字	はちもんじ,やつもんじ
八木	やぎ,やつき
八木ヶ谷	やきがや,やぎがや
八木原	やきわら,やぎはら
八野田	はちのた,はちのだ
八柳	はちやなぎ,やつやなぎ
八浪	やつなみ,やなみ
八筬	やおさ,やさお
鉢木	はちき,はちのき
抜井	ぬきい,ぬくい
塙	はなわ,はね
伴戸	はんと,ばんど
伴野	ともの,はんの,ばんの
半杭	はんくい,はんぐい
半谷	はんがい,はんたに,はんば,はんや
反田	そった,そりた,たんだ
反怖	たんぷ,たんぼ,たんぽ
反保	たんぼ,たんぽ
反甫	たんぼ,たんぽ
帆苅	ほかり,ほがり
板羽	いたは,いたば
板橋	いたはし,いたばし
板坂	いたさか,いたざか
板崎	いたさき,いたざき
板川	いたかわ,いたがわ
板沢	いたさわ,いたざわ
板谷	いたたに,いただに,いたや,はんがい
板津	いたつ,いたづ
板東橋	ばんどうばし,ばんどばし
畔川	あぜかわ,くろかわ
畔田	あぜた,くろだ
畔柳	あぜやなぎ,くろやなぎ
繁田	しげた,はんだ
繁澤	しげさわ,しげざわ,はんざわ
飯	いい,めし
飯ヶ谷	いいがや,いがたに
飯井	いい,めしい
飯貝	いいかい,いいがい
飯干	いいほし,いいぼし
飯高	いいたか,いいだか
飯国	いいくに,いいぐに
飯坂	いいさか,いいざか
飯作	いいさく,はんさく
飯室	いいむろ,いむろ
飯星	いいほし,いいぼし
飯盛	いいもり,いさかり,いさがい
飯泉	いいいずみ,いいずみ
飯塚	いいずか,いいつか,いいづか,めしつか
飯田	いいた,いいだ,はんだ
飯藤	いいとう,はんどう
飯迫	いいさこ,いいざこ
飯冨	いいとみ,いいどみ,おぶ
飯國	いいくに,いいぐに
比屋根	ひやごん,ひやね
比田井	ひたい,ひだい
比島	ひしま,ひじま
緋田	あけた,あけだ
肥塚	こいづか,こえづか
肥沼	こいぬま,こえぬま,ひぬま
肥川	こいかわ,ひかわ
肥谷	ひだに,ひや
肥塚	こいづか,こえづか,ひつか,ひづか
肥田	こえだ,ひだ
肥土	あくと,ひど
飛岡	とびおか,ひおか
飛坂	とびさか,ひざか
飛山	とびやま,ひやま
飛弾	ひだ,ひだん
飛鳥間	あすかま,あすま
飛田	とびた,ひだ
飛渡	とびと,とびわたり,ひわたし,ひわたり
飛澤	とびさわ,とぶさわ
樋下	といした,ひのした
樋廻	ひばさみ,ひまわり
樋笠	ひかさ,ひがさ
樋高	てたか,ひだか
樋上	ひかみ,ひがの,ひがみ,ひのうえ
樋川	といかわ,ひかわ,ひがわ
樋泉	といずみ,ひいずみ
樋谷	ひたに,ひだに,ひや
樋爪	といづめ,ひずめ,ひづめ
樋田	といた,といだ,とよだ,ひだ
樋渡	ひわたし,ひわたり
樋之口	てのくち,ひのくち,ひのぐち
樋本	とよもと,ひのもと,ひもと
備瀬	びせ,びぜ
尾﨑	おさき,おざき
尾井	おい,おのい
尾家	おいえ,おや
尾原	おはら,おばら
尾高	おたか,おだか,すえたか
尾坂	おさか,おざか
尾崎	おさき,おざき
尾山	おのやま,おやま
尾子	おおじ,おこ
尾上	おうえ,おがみ,おのうえ,おのえ
尾城	おしろ,おじろ
尾前	おさき,おのまえ,おまえ
尾鷹	おたか,おだか
尾谷	おたに,おだに
尾田	おだ,びた
尾登	おと,おのぼり
尾嶋	おしま,おじま
尾藤	おとう,おふじ,びとう
尾道	おのみち,おみち
尾内	おうち,おない
尾白	おしろ,おはく
尾平	おひら,おびら
尾本	おのもと,おもと
尾野	おの,びの
尾立	おだち,おりゅう
尾路	おのみち,おろ
微笑	びしょう,ほほえみ
美斉津	みさいつ,みさいづ
美谷島	びやじま,みやじま
美津島	みずしま,みつしま
美藤	びとう,みとう
美濃	みの,みのう
美濃羽	みのは,みのわ
美濃田	みのた,みのだ
美尾谷	みおたに,みおのや
柊	ひいらぎ,ひらぎ
柊平	くいひら,くいびら
稗	はし,ひえ
稗貫	ひえぬき,ひぬき
稗田	ひえた,ひえだ
稗島	ひえしま,ひえじま
匹田	ひきた,ひきだ
疋田	あしだ,ひきた,ひきだ
菱谷	ひしたに,ひしのたに,ひしや
菱田	ひした,ひしだ
筆谷	ふでたに,ふでや
桧原	ひはら,ひばら
桧山	ひのやま,ひやま
桧谷	ひのきだに,ひのたに
姫田	ひめた,ひめだ
姫嶋	ひめしま,ひめじま
百々	とど,どうど,どうどう,どど,もも
百海	ひゃくかい,ももうみ,ももみ
百済	くだら,ひゃくさい,ももずみ
百崎	ももさき,ももざき
百瀬	ももせ,ももぜ
百石	ひゃくこく,ひゃっこく
百束	ひゃくそく,ももつか
百鳥	ももとり,ももどり
百塚	ひゃくづか,ももづか
百田	ひゃくた,ひゃくだ,ももた
百島	どうじま,ひゃくしま,ももしま
百嶋	ももしま,ももじま
百富	ひゃくとみ,ももとみ
百武	ひゃくたけ,ももたけ
百本	ひゃくもと,もももと
百名	ひゃくな,ももな
百目鬼	どうめき,どめき
百目木	どうめき,どめき
百野	ひゃくの,びゃくの
百澤	ももさわ,ももざわ
俵積田	たわらつみた,たわらつみだ
俵谷	たわらたに,たわらや,ひょうたに,ひょうだに
俵田	たわらだ,ひょうだ
俵木	たわらぎ,ひょうき
表田	おもだ,おもてだ,ひょうだ
表迫	おもてさこ,おもてざこ
表野	おもての,ひょうの
苗加	なえが,のうか
苗村	なえむら,なむら
苗代	ないしろ,なえしろ,なわしろ,のしろ
苗田	なえだ,のうだ,のだ
蛭子井	えびすい,ひるこい
蛭多	えびすた,えびすだ
浜家	はまいえ,はまや
浜崎	はまさき,はまざき
浜上	はまうえ,はまがみ
浜川	はまかわ,はまがわ
浜谷	はまたに,はまや
浜端	はまはた,はまばた
浜地	はまじ,はまち,はまぢ
浜島	はましま,はまじま
浜畑	はまはた,はまばた
不二門	ふじかど,ふじと
富髙	とみたか,とみたけ
富家	とみいえ,とみや,ふけ
富樫	とかし,とがし,とみかし,とみがし
富貴塚	ふきつか,ふきづか
富久田	とみくだ,ふくだ
富居	とみい,ふごう
富崎	とみさき,とみざき,とみづき
富山	とみやま,とやま
富士原	ふじはら,ふじわら
富所	とどころ,とみしょ,とみどころ
富森	とみのもり,とみもり
富沢	とみさわ,とみざわ
富谷	とみたに,とみや
富張	とばり,とみはり,とみばり
富塚	とづか,とみずか,とみつか,とみづか
富田	とみた,とみだ
富島	とみしま,とみじま
富来	とみき,とみく
富和	とみわ,ふわ
富澤	とみさわ,とみざわ
冨岡	とみおか,とみをか
冨家	とみいえ,とみけ,ふけ
冨山	とみやま,とやま
冨士原	ふじはら,ふじわら
冨倉	とみくせ,とみくら
冨沢	とみさわ,とみざわ
冨塚	とみずか,とみつか,とみづか
冨田	とだ,とみた,とみだ,とんだ
冨部	とみべ,とんべ
冨木田	ふきた,ふきだ
冨澤	とみさわ,とみざわ
布浦	ぬのうら,ふうら
布施川	ふせかわ,ふせがわ
布施木	ふせき,ふせぎ
布上	ぬのうえ,ぬのかみ,ぬのがみ
布川	ぬのかわ,ふかわ
布谷	ぬのたに,ぬのや
布田	ぬのた,ふた,ふだ
布野	ぬの,ふの
布留川	ふるかわ,ふるがわ
敷地	しきじ,しきち
敷田	しきた,しきだ
浮気	うき,うきぎ
浮穴	うきあな,うけな
浮川	うきかわ,うきがわ
浮田	うきた,うきだ
譜久山	ふくや,ふくやま
附田	つきた,つきだ,つくた,つくだ
武	たけ,たけし
武衛	たけえ,ぶえい
武笠	たけかさ,たけがさ,むかさ
武居	たけい,たけすえ
武崎	たけさき,たけざき
武市	たけいち,たけち
武鹿	たけしか,ぶしか
武者小路	むしゃこうじ,むしゃのこうじ
武上	たけうえ,たけがみ
武城	たけしろ,ぶじょう
武生	たきゅう,たけお
武川	たけかわ,ぶかわ,むかわ
武谷	たけたに,たけや
武中	たけなか,ぶなか
武田	たけた,たけだ
武藤	たけとう,たけふじ,ぶとう,むとう
武内	たけうち,たけのうち,ぶない
武南	たけなみ,たけみなみ
武馬	たけま,ぶま
武富	たけとみ,たけどみ
武野	たけの,むの
舞田	まいた,まいだ
舞木	まいき,もうぎ
蕪山	かばやま,かぶやま
蕪木	かぶき,かぶらき,かぶらぎ
部谷	とりや,へや
部田	とりた,とりだ,へた
風岡	かざおか,かぜおか
風早	かざはや,かぜはや
風谷	かざたに,かぜたに
風能	ふうの,ふうのう
風本	かざもと,かぜもと
伏屋	ふしや,ふせや
伏間	ふしま,ふすま
伏谷	ふしたに,ふしや,ふせたに
伏木	ふしき,ふせぎ
副島	そえじま,ふくしま
幅崎	はばさき,はばざき
幅上	はばうえ,はばがみ
服巻	はらまき,ふくまき
服藤	はらふじ,ふくとう
福﨑	ふくさき,ふくざき
福羽	ふくは,ふくば
福栄	ふくえ,ふくえい
福家	ふくや,ふけ
福海	ふくうみ,ふくみ
福垣内	ふくがいち,ふくがうち
福崎	ふくさき,ふくざき
福住	ふくすみ,ふくずみ
福所	ふくしょ,ふくしよ
福川	ふくかわ,ふくがわ
福増	ふくまし,ふくます
福代	ふくしろ,ふくよ
福谷	ふくたに,ふくや
福仲	いしみね,ふくなか
福田	ふくた,ふくだ
福島	ふくしま,ふくま
福藤	ふくとう,ふくふじ
福馬	ふくば,ふくま
福迫	ふくさく,ふくさこ,ふくざこ
福来	ふくぎた,ふくらい
福里	ふくさと,ふくざと
福留	ふくとめ,ふくどめ
福澤	ふくさわ,ふくざわ
淵上	ふちかみ,ふちがみ
淵沢	ふちさわ,ふちざわ
淵田	ふちた,ふちだ
物袋	もって,もつて
物部	もののべ,ものべ
鮒子田	ふした,ふしだ
分山	わきやま,わけやま
分田	ぶんだ,わけた,わけだ
分銅	ふんどう,ぶんどう
分目	わけめ,わんめ
粉川	こかわ,こがわ,こなかわ
文	あや,かざり
文山	ふみやま,ぶんやま
文字	もじ,もんじ
文野	ふみの,ぶんの
兵東	ひょうとう,ひょうどう
平	たいら,ひら
平安山	ひらやま,へいあんざん,へんざん
平安名	へいあんな,へんな
平永	ひらえ,ひらなが
平河内	ひらこうち,ひらこうぢ
平賀	ひらか,ひらが
平垣内	ひらかきうち,ひらがいち,ひらがきうち,ひらごうち
平間	ひらま,へいま
平舘	たいらだて,ひらたて,ひらだて
平櫛	ひらくし,ひらぐし
平栗	ひらくり,ひらぐり
平郡	ひらぐん,ひらごおり,へいぐん,へぐり
平形	ひらかた,ひらがた
平原	ひらはら,ひらばら
平戸	ひらと,ひらど
平光	ひらこう,ひらみつ
平口	ひらくち,ひらぐち
平子	たいらこ,ひらこ
平出	ひらいで,ひらで
平城	ひらき,ひらぎ,ひらじょう
平生	ひらお,ひらばえ,へいぜい
平船	たいらぶね,ひらふね
平谷	ひらたに,ひらや
平地	ひらち,へいち
平中	たいなか,ひらなか
平島	ひらしま,ひらじま,へいしま
平等	たいら,ひらとう,びょうどう
平藤	ひらとう,ひらふじ
平馬	ひらま,へいま
平畠	ひらはた,ひらばたけ
平敷	へいしき,へしき
平木	ひらき,ひらぎ
平良	たいら,ひらよし
平澤	ひらさわ,ひらざわ
柄谷	えたに,からたに
柄本	えのもと,えもと,つかもと
柄木田	かたきだ,からきた
並河	なびか,なみかわ
米	こめ,よね
米井	こめい,よねい
米岡	こめおか,よねおか
米屋	こめや,よねや
米家	こめいけ,よねや
米花	べいか,よねか,よねはな
米原	よねはら,よねばら
米崎	よねさき,よねざき
米須	こめす,よねす
米多比	めたひ,めたび
米谷	こめたに,まいたに,まいや,よねたに,よねや
米津	よねず,よねつ,よねづ
米田	こめだ,まいた,まいだ,よねた,よねだ
米島	こめしま,よねしま,よねじま
米内山	よないやま,よなやま
米納	こめの,こめのう,よのう
米本	よなもと,よねもと
米野	こめの,めの,よねの
米里	よねさと,よねざと
別宮	べっく,べつく,べつみや
別枝	べっし,べつし
別府	べっぷ,べふ
別役	べっちゃく,べつちゃく,べつちやく,べつやく
片貝	かたかい,かたがい
片寄	かたよせ,かたより
片境	かたさかい,かたざかい
片桐	かたきり,かたぎり
片上	かたかみ,かたがみ
片川	かたかわ,かたがわ
